code,name,scie,grup,desc
O036,"Calf, shoulder",,Animal Meat,B. Bachhurer Kandh; H. Bachhde ka Kandha/Dast; Kan. Karu Bhujada Mamsa; Kh. ?. Tyrpeng; Kon. Padkulem Khand; Mal. Kuttyirachi Chumal; Mar. Vasrache Khande; N. Bachcha ko Kaandh; O. Bachhuri Kandha Mansa; P. Vachhe da Modha; Tam. Kannukutti Tholpattai Kari; Tel. Dooda Bhujamu Mamsam; U. Bachhde ka Kandha/Shana.
O037,"Calf, chops",,Animal Meat,B. Bachhurer Chaap; H. Bachhde ki Champ; P. Vachhe di Champ; U. Bachhde ki Champ.
O038,"Calf, round (leg)",,Animal Meat,B. Bachhurer Ran; H. Bachhde ki Raan; Kan. Karu Thode Mamsa; Kh. ?. Lbong; Kon. Padkulem Mandi; Mal. Kuttyirachi Thuda; Mar. Vasrachi Mandi; N. Bachcha ko Tighra; O. Bachhuri Ran Mansa; P. Vachhe di Raan; Tam. Kannukutti Thodai Kari; Tel. Dooda Thodala Mamsam; U. Bachhde ki Raan.
O039,"Calf, brain",,Animal Meat,B. Bachhurer Magaj; H. Bachhde ka Bheja/Maghaz; Kan. Karu Medulu; Kh. ?. Jynkhlieh; Kon. Padkulem Mendu; Mal. Kuttyirachi Thalacchoru; Mar. Vasracha Mendu; N. Bachcha ko Gidi; O. Bachhuri Mogoj; P. Vachhe da Bheja; Tam. Kannukutti Moolai; Tel. Dooda Medadu; U. Bachhde ka Maghaz.
O040,"Calf, tongue",,Animal Meat,B. Bachhurer Jibh; H. Bachhde ki Zabaan/Jeebh; Kan. Karu Naalige; Kh. ?. Thyndiat?; Kon. Padkulem Jeeb; Mal. Kuttyirachi Naavu; Mar. Vasrachi Jeebh; N. Bachcha ko Jibro; O. Bachhuri Jibha; P. Vachhe di Jeebh; Tam. Kannukutti Naakku; Tel. Dooda Naluka; U. Bachhde ki Zabaan.
O041,"Calf, heart",,Animal Meat,B. Bachhurer Hritpinda; H. Bachhde ka Dil; Kan. Karu Hrudaya; Kh. ?. Klongsnam?; Kon. Padkulem Kalliz; Mal. Kuttyirachi Hrudayam; Mar. Vasrache Kallij/Rudhaya; N. Bachcha ko Mutu; O. Bachhuri Hritpinda; P. Vachhe da Dil; Tam. Kannukutti Idhayam; Tel. Dooda Gunde; U. Bachhde ka Dil.
O042,"Calf, liver",,Animal Meat,B. Bachhurer Mete/Kolija; H. Bachhde ki Kaleji; Kan. Karu Yakrit; Kh. ?. Dohjem; Kon. Padkulem Kalliz; Mal. Kuttyirachi Karal; Mar. Vasrache Kaleji; N. Bachcha ko Kalejo; O. Bachhuri Kalija; P. Vachhe di Kaleji; Tam. Kannukutti Eeral; Tel. Dooda Kaleyam; U. Bachhde ki Kaleji.
O043,"Calf, spleen",,Animal Meat,B. Bachhurer Pliha; H. Bachhde ki Tilli; Kan. Karu Pliha; Kh. ?. ; Kon. Padkulem Pano?; Mal. Kuttyirachi Pliha; Mar. Vasrachi Panthari; N. Bachcha ko Phiyo; O. Bachhuri Pliha; P. Vachhe di Tilli; Tam. Kannukutti Manneral/Suvarotti; Tel. Dooda Plihamu; U. Bachhde ki Tilli.
O044,"Calf, kidneys",,Animal Meat,B. Bachhurer Brikko; H. Bachhde ke Gurde; Kan. Karu Mutrapinda; Kh. ?. Nier?; Kon. Padkulem Mutpin; Mal. Kuttyirachi Vrikka; Mar. Vasrache Gurde/Mutrapind; N. Bachcha ko Mirgaula; O. Bachhuri Brikko; P. Vachhe de Gurde; Tam. Kannukutti Siruneeragam; Tel. Dooda Mutrapindalu; U. Bachhde ke Gurde.
O045,"Mithun, shoulder",,Animal Meat,A. Mithunor Kandh; B. Mithuner Kandh; H. Mithun ka Kandha; N. Mithun ko Kaandh. (Less common elsewhere).
O046,"Mithun, chops",,Animal Meat,B. Mithuner Chaap; H. Mithun ki Champ; N. Mithun ko Champ.
O047,"Mithun, round (leg)",,Animal Meat,A. Mithunor Theng/Ran; B. Mithuner Ran; H. Mithun ki Raan; N. Mithun ko Tighra.
O048,"Pork, shoulder",,Animal Meat,A. Gahorir Kandh; B. Shukorer Kandh; G. Suar no Khabho; H. Suar ka Kandha; Kan. Handi Bhujada Mamsa; Kh. ?. Tyrpeng; Kon. Dukracho Khand; Mal. Panni Irachi Chumal; M. Ok Leikha?; Mar. Dukkarache Khande; N. Sungur ko Kaandh; O. Ghusuri Kandha Mansa; P. Suar da Modha; Tam. Panri Tholpattai Kari; Tel. Pandi Bhujamu Mamsam; U. Suar ka Kandha.
O049,"Pork, chops",,Animal Meat,B. Shukorer Chaap; H. Suar ki Champ; N. Sungur ko Champ; P. Suar di Champ; U. Suar ki Champ.
O050,"Pork, ham",,Animal Meat,H. Suar ki Raan; U. Suar ki Raan.
O051,"Pork, lungs",,Animal Meat,A. Gahorir Phopsa; B. Shukorer Phusphus; G. Suar na Fefsa; H. Suar ke Phephde; Kan. Handi Shwasakosha; Kh. ?. Tor?; Kon. Dukrachem Kalsanchem?; Mal. Panni Irachi Shwasakosham; M. Ok Thamoimon?; Mar. Dukkarache Phupphus; N. Sungur ko Phokso; O. Ghusuri Phusphus; P. Suar de Phephde; Tam. Panri Nuraiyeeral; Tel. Pandi Oopirithitthulu; U. Suar ke Phephde.
O052,"Pork, heart",,Animal Meat,A. Gahorir Hirdaya; B. Shukorer Hritpinda; G. Suar nu Haiyu/Dil; H. Suar ka Dil; Kan. Handi Hrudaya; Kh. ?. Klongsnam?; Kon. Dukrachem Kalliz; Mal. Panni Irachi Hrudayam; M. Ok Thamoi; Mar. Dukkarache Kallij/Rudhaya; N. Sungur ko Mutu; O. Ghusuri Hritpinda; P. Suar da Dil; Tam. Panri Idhayam; Tel. Pandi Gunde; U. Suar ka Dil.
O053,"Pork, liver",,Animal Meat,A. Gahorir Kolija; B. Shukorer Mete/Kolija; G. Suar nu Kaleju; H. Suar ki Kaleji; Kan. Handi Yakrit; Kh. ?. Dohjem; Kon. Dukrachem Kalliz; Mal. Panni Irachi Karal; M. Ok Thin; Mar. Dukkarache Kaleji; N. Sungur ko Kalejo; O. Ghusuri Kalija; P. Suar di Kaleji; Tam. Panri Eeral; Tel. Pandi Kaleyam; U. Suar ki Kaleji.
O054,"Pork, stomach",,Animal Meat,A. Gahorir Pet; B. Shukorer Pet; G. Suar nu Pet; H. Suar ka Pet; Kan. Handi Hotte; Kh. ?. Kpoh; Kon. Dukrachem Pot; Mal. Panni Irachi Vayaru; M. Ok Puk; Mar. Dukkarache Pot; N. Sungur ko Pet; O. Ghusuri Peta; P. Suar da Pidh; Tam. Panri Vayiru; Tel. Pandi Potta; U. Suar ka Pet.
O055,"Pork, spleen",,Animal Meat,A. Gahorir Pliha; B. Shukorer Pliha; G. Suar ni Barol; H. Suar ki Tilli; Kan. Handi Pliha; Kh. ?. ; Kon. Dukrachem Pano?; Mal. Panni Irachi Pliha; M. Ok Pliha?; Mar. Dukkarachi Panthari; N. Sungur ko Phiyo; O. Ghusuri Pliha; P. Suar di Tilli; Tam. Panri Manneral; Tel. Pandi Plihamu; U. Suar ki Tilli.
O056,"Pork, kidneys",,Animal Meat,A. Gahorir Kankalam; B. Shukorer Brikko; G. Suar na Gurda; H. Suar ke Gurde; Kan. Handi Mutrapinda; Kh. ?. Nier?; Kon. Dukrachem Mutpin; Mal. Panni Irachi Vrikka; M. ?. ; Mar. Dukkarache Gurde/Mutrapind; N. Sungur ko Mirgaula; O. Ghusuri Brikko; P. Suar de Gurde; Tam. Panri Siruneeragam; Tel. Pandi Mutrapindalu; U. Suar ke Gurde.
O057,"Pork, tube (small intestine)",,Animal Meat,B. Shukorer Nari; H. Suar ki Aant; Mal. Panni Irachi Kudal; Mar. Dukkarachi Aantadi; O. Ghusuri Anta; P. Suar di Aant; Tam. Panri Kudal; Tel. Pandi Karulu; U. Suar ki Aant.
O058,"Hare, shoulder",,Animal Meat,H. Khargosh ka Kandha; P. Khargosh da Modha; Tam. Muyal Tholpattai; U. Khargosh ka Kandha. (Hare/Rabbit often use same term 'Khargosh')
O059,"Hare, chops",,Animal Meat,H. Khargosh ki Champ; P. Khargosh di Champ; U. Khargosh ki Champ.
O060,"Hare, leg",,Animal Meat,H. Khargosh ki Tang; P. Khargosh di Latt; Tam. Muyal Kaal; U. Khargosh ki Tang.
O061,"Rabbit, shoulder",,Animal Meat,A. Xoha Posur Kandh; B. Shoshoker Kandh; G. Sasla no Khabho; H. Khargosh ka Kandha; Kan. Molada Bhujada Mamsa; Mal. Muyal Chumal; Mar. Sasa che Khande; N. Kharayo ko Kaandh; O. Thekua Kandha Mansa; P. Khargosh da Modha; Tam. Muyal Tholpattai Kari; Tel. Kundelu Bhujamu Mamsam; U. Khargosh ka Kandha.
O062,"Rabbit, chops",,Animal Meat,B. Shoshoker Chaap; H. Khargosh ki Champ; P. Khargosh di Champ; U. Khargosh ki Champ.
O063,"Rabbit, leg",,Animal Meat,A. Xoha Posur Theng; B. Shoshoker Thyang; G. Sasla na Tang; H. Khargosh ki Tang; Kan. Molada Kaalu; Mal. Muyal Kaal; Mar. Sasa che Paay; N. Kharayo ko Khutta; O. Thekua Goda; P. Khargosh di Latt; Tam. Muyal Kaal; Tel. Kundelu Kaallu; U. Khargosh ki Tang.
P001,Allathi,Elops machnata,Marine Fish,"E. Tenpounder, Ladyfish, Indo pacific Tarpon; Mal. Valli poomeen, Vallipoomeen; Mar. Shonas, Dandeli, Chirya; O. Naum; Tam. Poomeen, Ullahti, Manna, Mooran Kendai; Tel. Jinnagow, Jallagu; [Place of collection: Chennai]"
P002,Aluva,Parastromateus niger,Marine Fish,"E. Black pomfret, Brown Pomfret, Pomfret; G. Halwa, Adadio; Kan. Thondrotte; Kon. Halwa; Mal. Karuvolli, Karauthakoli, Avoli, Vellavoli; Mar. Halwa; Tam. Vellaivaval, Vavval, Karuvaval; Tel. Nallachanduva, Chanduva, Thellachanduva; [Place of collection: Vizag, Goa and Mumbai]"
P003,Anchovy,Stolephorus indicus,Marine Fish,"E. Indian anchovy, Hardenberg`s anchovy; Mal. Conetholi; Mar. Dindus; Tam. Tamil Nethilli; Tel. Nattoo; [Place of collection: Chennai and Kochi]"
P004,Ari fish,Aprion virescens,Marine Fish,"Mal. Kurali; Tam. Kila meen, Komu kila; E. Green jobfish; [Place of collection: Kochi]"
P005,Betki,Lates calcarifer,Marine Fish,"E. Barramundi, Asian sea bass, Cockup, Cock up, Giant Sea Perch, Giant Seaperch; B. Bhekti; G. Bekti, Gariyu; Kan. Keliji, Koliji; Mal. Narimeen, Nuddee meen, Nair meen, Nari meen; Mar. Khajura, Jiteda, Khajuri, Fitadar; O. Durruah, Bekkut; Tam. Painnee meen, Koduva, Keduwa; Tel. Pandu kopah, Dadhara, Pandu menu; [Place of collection: Kolkata]"
P006,Black snapper,Macolor niger,Marine Fish,Mal. Kari Kuruval; Tam. Karutha Kuruval; E. Black snapper; [Place of collection: Kolkata]
P007,Bombay duck,Harpadon nehereus,Marine Fish,"E. Bummalo; B. Nehare, Lutia, Bamaloh; G. Bumla, Gulchi; Mar. Bunmalo, Bombil; O. Bombil; Tam. Vangaravasi; Tel. Cucah sawahri, Coco mottah; Common. Lizardfish; [Place of collection: Mumbai and Kolkata]"
P008,Bommuralu,Muraenesox cinerius,Marine Fish,"Tam. Kotuna, Pambu meen; Tel. Kotla pama, Tolli pama; E. Daggertooth pike conger, Dagger tooth pike conger; Common. Eel; [Place of collection: Chennai, Goa and Vizag]"
P009,Cat fish,Tachysurus thalassinus,Marine Fish,"Mal. Valia Etta; Tam. Ven Etta; Tel. Thella Jella; E. Giant Catfish, Giant Sea Catfish; Common. Marine catfish; [Place of collection: Chennai]"
P010,Chakla,Rachycentron canadum,Marine Fish,"E. Cobia, Black kingfish, Black King Fish, Butterfish, Black salmon, Ling, Lemonfish, Crabeater, Prodigal son, Black bonito; G. Modasa; Mal. Neimeen; Mar. Muddus, Sakala, Sakla, Madusa; Tam. Cuddul verarl, Kadal viral; Tel. Peddah mottah; Common. Perciform marine fish; [Place of collection: Mumbai, Vizag, Goa, Mandapam and Chennai]"
P011,Chappal,Aluterus monoceros,Marine Fish,"Tam. Klathi, Thol Meen; Tel. Kommu Thoka; Mal. Clathi; Mar. Phutaki; E. Unicorn leatherjacket; Common. Filefish; [Place of collection: Goa]"
P012,Chelu,Elagatis bipinnulata,Marine Fish,"E. Rainbow runner, Rainbow yellowtail, Spanish jack, Hawaiian salmon; Mal. Poomeen, Chameen; Tam. Kulkul; Common. Pelagic marine fish; [Place of collection: Vizag and Chennai]"
P013,Chembali,Lutjanus quinquelineatus,Marine Fish,"Mal. Chemballi, Chembally; Tam. Vellakkara; Tel. Rangoo; E. Five lined snapper, Blue striped snapper, Fivelines Seaperch, Gold striped Sea-perch, Five line Snapper, Fivelined Snapper; Common. Snapper; [Place of collection: Kochi]"
P014,Eri meen,Pristipomoides filamentosus,Marine Fish,"Mal. Eri meen, Velameen; Tam. Eri meen, Nedunkala; E. Crimson jobfish, Crimson snapper, Opakapaka, Hawaiian pink snapper; Common. Snapper; [Place of collection: Kochi]"
P015,Gobro,Epinephelus diacanthus,Marine Fish,"E. Coral Cod, Six barred Reef Cod, Thornycheek Grouper, Spinycheek Grouper, Grouper, Six barred Reef cod, Seabass, Coral Trout; Kan. Guri; Kon. Gobri; Mal. Kalawa, Varayan Kalawa; Mar. Gobra, Hekaru; Tam. Kalava; Common. Serranid fish; [Place of collection: Mumbai and Goa]"
P016,Guitar fish,Rhinobatus prahli,Marine Fish,"Mal. Veenna Meen; Tam. Padangan; Tel. Sorra Padhangan; Mar. Lanjav; G. Papan; E. Guitarfish, Prahli Guitarfish; Common. Ray; [Place of collection: Chennai]"
P017,Hilsa,Tenualosa ilisha,Marine Fish,"E. Ilish, Hilsa, River Shad, Indian Shad, Hilsa Shad; A. Elish, Ilish; B. Ilishmach, Ilish, Hilsa, Ilisha, Hilsha; G. Chaski, Palla, Chaksi, Chakshi; H. Hilsa; Kan. Palasa, Paliya, Polasa, Palia, Mullasu; Mal. Paluva, Valava, Paliyah; Mar. Palva, Chaksi, Pala, Palla; O. Ilisha, Ilish, Jodi; Tam. Karuva ullam, Sevva, Dolum, Ullam, Oolum; Tel. Palasah, Polasa, Palasa, Palia; Common. Herring; [Place of collection: Kochi]"
P018,Jallal,Arius sp.,Marine Fish,Tel. Jella; Tam. Kaeluthi; Mal. Etta; O. Kontia; B. Tengra; E. Arius; Common. Catfish; [Place of collection: Vizag]
P019,Jathi vela meen,Lethrinus lentjan,Marine Fish,"E. Pig face Bream, Silver Spotted Sea Bream, Bridled Pigface bream; Mal. Pullivelameen, Kadu; Tam. Valamin; Tel. Karua; Common. Emperor fish; [Place of collection: Mumbai and Mandapam]"
P020,Kadal bral,Synodus indicus,Marine Fish,"Mal. Kadal Varal, Kechi; Tam. Palli Meen, Ooli meen; Tel. Bathisaapa; Kan. Arna Manji; Mar. Chor Bombil; E. Indian lizardfish; Common. Lizardfish; [Place of collection: Kochi]"
P021,Kadali,Nemipterus mesoprion,Marine Fish,"Tam. Kadali, Kendai; Mal. Murumeen, Kerachoondan; Tel. Kadali, Goli; E. Redfilament Threadfin bream; [Place of collection: Chennai]"
P022,Kalamaara,Leptomelanosoma indicum,Marine Fish,"E. Indian threadfin, Monk Fish, Thread Fin, Row Ball, Bastard Mullets, Bamin, Threadfin, Indian Salmon, Giant Threadfin, Indian Threadfin; G. Dara, Darha, Dadha; Kan. Vahmeenu, Ramas; Mal. Thamuthi, Yeta, Wahmeen, Baameen, Norakudiyan, Bahmin; Mar. Dara, Darha, Chelna; Tam. Thiravalai, Vellaikala, Seenakalai, Tahlunkala, Panigala, Valanakala, Kala, Battihiravalai, Kondiangalai, Kattikalai; Tel. Podikimaga, Budathamaga, Boddumaga, Thellamaga, Sahala, Maga-booshee; Common. Coastal fish; [Place of collection: Goa and Vizag]"
P023,Kalava,Epinephelus coioides,Marine Fish,"Mal. Kalava, Panni Kalava; Tam. Kalavan, Pulli Kalava; Tel. Bontha; Mar. Hekaru, Gobra; Kan. Gopra; E. Orange spotted grouper, Estuary cod; [Place of collection: Mandapam]"
P024,Kanamayya,Lutjanus rivulatus,Marine Fish,"E. Blubberlip snapper, Maori Snapper, Multi coloured Snapper; Mal. Kathupiriyan; Tam. Cuttu pirium; Common. Snapper; [Place of collection: Chennai and Vizag]"
P025,Kannadi paarai,Alectis indicus,Marine Fish,"Tam. Kannadi Paarai, Kattamparei; Mal. Kannadi Paarai, Vattapara; Tel. Badil; Mar. Kat Bangda; E. Diamond trevally, Indian threadfish, Indian threadfin, Mirror fish, Plumed trevally; Common. Coastal marine fish; [Place of collection: Mumbai, Chennai and Mandapam]"
P026,Karimeen,Etroplus suratensis,Marine Fish,"E. Green chromide, Pearlspot cichlid, Banded pearlspot, Striped chromide, Pearl Spot, Banded Etroplus; Kan. Elimeenu; Kash. Pitul; Kon. Kalunder; Mal. Karimeen, Erumeen, Irimeen; O. Cundahle; Tam. Seththa Kendai, Karassar, Sethakendai, Sethakandai, Palincha, Panishettai, Udupatti; Tel. Cashi mara, Cashimara, Duvvenachepa; Common. Cichlid fish; [Place of collection: Kochi]"
P027,Karnagawala,Anchoa hepsetus,Marine Fish,"Tel. Karna Gawala; Tam. Nethili, Poruva; Mal. Netholi, Kozhuva; Kan. Bolingei; E. Broad striped anchovy; [Place of collection: Vizag]"
P028,Kayrai,Thunnus albacares,Marine Fish,"E. Yellowfin tuna, Yellow Fin Tuna; G. Gedar, Gedara; Kon. Bokado; Mal. Poovan choora; Mar. Kuppa, Gedar, Bugudi, Pimp; Tam. Soccer; Common. Tuna; [Place of collection: Chennai]"
P029,Kiriyan,Atule mate,Marine Fish,"E. Yellowtail scad, Northern yellowtail scad, One finlet scad, Deep trevally, Omaka, Horse Mackerel; Kan. Gondlu; Mal. Para; Tam. Pulli Parai, Para, Warri parah, Vennai Parai, Semaparai, Parai, Thenga Parai, Komaraparai, Kilisai; Tel. Manjal Parai, Pulli Parai, Para; Common. Small inshore marine fish; [Place of collection: Kochi]"
P030,Kite fish,Mobula kuhlii,Marine Fish,Mal. Kozhi Thirandi; Tam. Kozhi Thirukkai; Tel. Tekku Madava; E. Shortfin devil ray; Common. Ray; [Place of collection: Kochi]
P031,Korka,Terapon jarbua,Marine Fish,"E. Crescent grunter, Target Fish, Crescent Bass, Crescent Perch, Tiger Bass, Jarbua Terapon, Tiger perch, Squeaking Perch; B. Boorgooni, Jeerpye; G. Garangeta, Naida; Kan. Gore; Mal. Kotha, Marakkeri, Keeri, Kallakeedam; Mar. Naveri Hajam, Naveri; O. Gahnu, Galikooru; Tam. Mattakkeechan, Palin keetchan, Kovakeechan, Palinkeechan, Pootankeeli, Keeli, Keechan, Chavathinnikeeli; Tel. Baikeeli, Kilipothu, Ganam, Samudrakili; Common. Grunter; [Place of collection: Kochi]"
P032,Kulam paarai,Carangoides fulvoguttatus,Marine Fish,"Tam. Kulam Paarai, Pulli Paarai; Mal. Manja Paarai; Tel. Pulli Para; E. Yellowspotted trevally, Yellowspotted kingfish, Goldspotted trevally, Tarrum; Common. Large inshore marine fish; [Place of collection: Chennai]"
P033,Maagaa,Polynemus plebeius,Marine Fish,"Tel. Maga, Budatha Maga; Tam. Pozhakkala; O. Sahala; B. Tape Machh; Mar. Rawas; E. Striped threadfin; Common. Marine fish; [Place of collection: Vizag]"
P034,Mackerel,Rastrelliger kanagurta,Marine Fish,"E. Indian mackerel, Rake Gillat Mackerel; G. Bangada; Kan. Bangda, Bangadei, Bangada; Kon. Bangada; Mal. Ayila, Ayala, Ayla; Mar. Kaulagedar, Bangada, Kaula Gedar; O. Karan kita; Tam. Kanangeluthi, Kumala, Kumla, Augalai; Tel. Kannangadatha, Kanagurta, Kamangadachalu; Common. Mackerel; [Place of collection: Chennai, Mumbai and Goa]"
P035,Manda clathi,Naso reticulatus,Marine Fish,Tam. Manda Klathi; Mal. Manda Klathi; E. Reticulated unicornfish; [Place of collection: Mandapam]
P036,Matha,Acanthurus mata,Marine Fish,"E. Elongate surgeonfish, Blue lined surgeonfish; Mal. Pala; Common. Marine tropical fish; [Place of collection: Chennai and vizag]"
P037,Milk fish,Chanos chanos,Marine Fish,"E. Milkfish, Milk fish, White Mullet; Kan. Humeen, Hoomeenu, Hoo meenu; Mal. Poomeen; Tam. Pal kendai, Palmeen, Tulu candul, Thullu, Palai meen; Tel. Pallabontha, Polah bontah; [Place of collection: Mandapam]"
P038,Moon fish,Mene maculata,Marine Fish,"E. Moonfish; G. Vaniani; Kan. Hakkimeen; Mal. Ambattan parah; Tam. Ambutan parah, Amattikatti; Common. Perch fish; [Place of collection: Mumbai]"
P039,Mullet,Mugil cephalus,Marine Fish,"E. Flathead grey mullet, Flathead Greymullet; B. Ain; G. Bhomat, Boi, Gandhia; Kan. Mala; Mal. Tirutha, Thirutha, Tiruta; Mar. Boi, Mangan, Boita, Pilas, Bol, Pilsa, Sherto; Tam. Madavai, Kasmeen, Manla; Tel. Kathiparega, Kathi parenga; Common. Food fish; [Place of collection: Mumbai, Kochi and Chennai]"
P040,Mural,Tylosurus crocodilus crocodilus,Marine Fish,"E. Houndfish, Crocodile needlefish, Giant Longtom; Mal. Oola, Keran; Mar. Tol; Tam. Pahmum kolah; Tel. Wahlah kuddera; Common. Game fish; [Place of collection: Mandapam]"
P041,Myil meen,Istiophorus platypterus,Marine Fish,"E. Indo Pacific sailfish, Peacock Fish, Sail Fish, Indian Sail Fish, Sailfish; G. Tadmachhi, Kunga; Mal. Ola meen, Olameen; Mar. Tadmasa; Common. Sailfish; [Place of collection: Chennai and Mandapam]"
P042,Nalla bontha,Epinephelus sp,Marine Fish,"G. Wekhali, Wekhanu, Wekhru; Kan. Gopra, Muni Meenu; Kon. Gobri; Mal. Kalawa; Mar. Gobra, Hekru, Hekaru; O. Bhala; Tam. Punni calawah, Kalava; Tel. Bontha, Kodi Punju, Bontoo; E. Giant Rock Cod, Malabar Rockcod, Brown-spotted Grouper, Estuary Rock cod, Malabar Grouper, Morgan`s Cod, Blackspot Cod, Malabar Reef Cod, Speckled Grouper., Blacksaddle Grouper, Malabar Cod, Speckled Grouper, Grouper, Greasy Grouper, Blackspotted Rockcod, Malabar Reefcod, Estuary Cod, Malabar Rock Cod; Common. Large serranid fish; [Place of collection: Vizag]"
P043,Narba,Caranx sexfasciatus,Marine Fish,"E. Bigeye trevally, Bigeye jack, Great trevally, Six banded trevally, Dusky jack, Dusk Jack, Tille Jack; G. Bangada, Kala Bangada; Kan. Gondlu; Mal. Maduthala, Varayan para, Kuluvel; Mar. Kala Bangada; Common. Large marine fish; [Place of collection: Vizag and Mumbai]"
P044,Paarai,Caranx heberi,Marine Fish,"Tam. Paarai, Karunkanni Paarai; Mal. Para; Tel. Para; E. Blacktip trevally, Blacktip kingfish, Yellowtail kingfish; Common. Large marine fish; [Place of collection: Chennnai]"
P045,Padayappa,Canthidermis maculata,Marine Fish,"Mal. Padayappa; Tam. Karuppu Klathi; E. Rough triggerfish, Spotted oceanic triggerfish; Common. Triggerfish; [Place of collection: Kochi]"
P046,Pali kora,Panna microdon,Marine Fish,Mal. Palli Kora; Tam. Palli Korai; E. Panna croaker; [Place of collection: Kochi]
P047,Pambada,Lepturacanthus savala,Marine Fish,"E. Savalai hairtail, Small head hairtail, Small Headed Hairtail, Small Headed Ribbon Fish, Small headed Ribbonfish, Silver Ribbon Fish, Hair Tail, Ribbon Fish; G. Patti; Kan. Pambole; Kon. Bale; Mal. Vellasavala, Thalayan, Vellathalayan, Karupputhalayan, Karuppusavala, Vellithalayan; Mar. Baia, Wagti, Bala; Tam. Chavalai, Karthigaivalai, Savalai, Mattachavalai, Olavalai; Tel. Nadippussavallu, Peddasavallu, Yellasavallu, Savala, Kothisavallu; Common. Snapper; [Place of collection: Chennai and Kochi]"
P048,Pandukopa,Pseudosciaena manchurica,Marine Fish,"Tel. Pandu Kopa; O. Borogo; B. Bhola; Mar. Doma; E. Larimichthys polyactis, Redlip croaker, Small yellow croaker, Little yellow croaker, Yellow corvina; Common. Croaker; [Place of collection: Vizag]"
P049,Parava,Lactarius lactarius,Marine Fish,"E. False trevally, Big jawed jumper, Big jawed jumber; G. Dhangari, Dangri, Chapla, Katli; Kan. Saundala, Adai minu; Mal. Adavu, Parava; Mar. Saundala, Pervi; Tam. Sudumbu, Suthumbu, Guthippu; Tel. Sudumbu, Sudumbala, Kuthuppu; [Place of collection: Kochi]"
P050,Parcus,Psettodes erumei,Marine Fish,"E. Indian halibut, Indian Turbot; G. Hario, Dataro; Kon. Box Lep; Mar. Zhipali, Bhakas; Tam. Erumei nakku; Tel. Noree nalaka; Common. Large primitive flatfish; [Place of collection: Mumbai]"
P051,Parrot fish,Scarus ghobban,Marine Fish,"E. Blue barred parrotfish, Blue trim parrotfish, Cream parrotfish, Globe headed parrotfish, Green blotched parrotfish, Yellow scale parrotfish, Bluechin parrotfish; Mal. Chandi; Common. Marine fish; [Place of collection: Mandapam]"
P052,Perinkilichai,Pinjalo pinjalo,Marine Fish,"E. Pinjalo Snapper; Tam. Mette mirrei, Polei oolavai; Common. Snapper; [Place of collection: Chennai]"
P053,Phopat,Coryphaena hippurus,Marine Fish,"E. Mahi mahi, Common dolphinfish, Common Dolphin Fish; B. Pomfret; G. Halwa, Adadio, Himra Machhi; Kan. Thondrotte; Mal. Affunose, Avoli, Karuvoli, Vellavoli; Mar. Abanoos, Halwa, Himra Masa; O. Baal; Tam. Karuvaval, Vavval, Vanna, Vellaivaval, Badahlan, Koppurai kula; Tel. Chanduva, Nallachanduva, Thellachanduva; Common. Surface dwelling ray finned fish; [Place of collection: Chennai, Kochi, Vizag and Mumbai]"
P054,Piranha,Pygopristis sp.,Marine Fish,E. Piranha; [Place of collection: Kochi]
P055,"Pomfret, black",Parastromateus niger,Marine Fish,"E. Black pomfret, Brown Pomfret; G. Halwa, Adadio; Kan. Thondrotte; Kon. Halwa; Mal. Vellavoli, Karuvolli, Avoli, Karauthakoli; Mar. Halwa; Tam. Vellaivaval, Vavval, Karuvaval; Tel. Nallachanduva, Chanduva, Thellachanduva; Common. Pomfret; [Place of collection: Kochi, Chennai, Mumbai, Mandapam, Vizag and Goa]"
P056,"Pomfret, snub nose",Trachinotus blochii,Marine Fish,"E. Snubnose Pampano; Mal. Peeyada; Mar. Ladagoo, Katattitaka; Tam. Kootili; Common. Coastal fish; [Place of collection: Mumbai]"
P057,"Pomfret, white",Pampus argenteus,Marine Fish,"E. Silver pomfret, White pomfret; B. Chandi, Pomfret; G. Vichuda; Kan. Thondrotte, Thondrette, Manji; Kon. Surangat; Mal. Vellavoli, Karuvolli, Avoli, Velutha-avoli; Mar. Saranga, Chandava, Paplet; O. Chandee, Ghia; Tam. Vella vavval, Karuvaval, Vavval, Vellaivaval; Tel. Thellachanduva, Nallachanduva, Chanduva; Common. Butterfish; [Place of collection: Mumbai and Goa]"
P058,Pranel,Gerres sp.,Marine Fish,"E. Whipfin silver biddy, Deepbody mojarra; Kan. Paiya; Mal. Pranjin; Mar. Charbat; Tam. Oodan; Common. Mojarras; [Place of collection: Kochi]"
P059,Pulli paarai,Gnathanodon speciosus,Marine Fish,"E. Golden trevally, Golden kingfish, Banded trevally, King trevally, Golden Toothless Trevally, Horse Mackerel; Kan. Gondlu; Mal. Para; Tam. Pilli parah, Pathi Parah, Para, Thenga Parai, Vennai Parai, Kilisai, Pathi parah, Komaraparai, Pulli Parai, Semaparai, Parai; Tel. Pulli Parai, Para, Poloosoo parah, Manjal Parai; Common. Large marine fish; [Place of collection: Chennai]"
