code,name,scie,lang,grup,regn,tags,yield,preparation
E033,"Lemon, juice",Citrus limon,H. Nimbhu; Tel. Nimapandu ; O. Kagaji limbu; B. Pati Lebu; G. Limbu; P. Nibu; U. Neembu; A. Nemu; Kash. Nyomb; S. Lehin; N. Kaagati; M. Champra Mahi; Kh. Soh jew.,Fruits,6,vegetarian eggetarian fishetarian veg,0.72,Juicing
E034,"Lime, sweet, pulp",Citrus limetta,H. Mosambi; Tel. Gaja nimma pandu; Tam. Kolinchi pazham; Kan. Gaja nimbe; Mar. Limbu goda; B. Mitha lebu; G. Mosambi; A. Mosumi; Kash. Mosambi; P. Mosami; Kh. Soh balensha.,Fruits,6,vegetarian eggetarian fishetarian veg,0.7866666667,Pulp extraction
E035,Litchi,Litchi chinensis,A. Lichu; B. Lichu; E. Lychee; G. Lichi; H. Lichi; Kash. Lichi; Kh. Soh manir; Mal. Lichi; M. Lichu; Mar. Lichi; N. Lichi; O. Letchu; P. Lichi; Tam. Lichi; Tel. Lichi; Kan. Lichi; U. Lichi.,Fruits,4,vegetarian eggetarian fishetarian veg,0.77,"Washing, Peeling, Deseeding"
E036,"Mango, ripe, banganapalli",Mangifera indica,A. Aam; B. Aam(paka); G. Keri; H. Aam (paka); Kan. Mvina hannu; Kash. Aamb; Kh. Soh pieng; Mal. Mam pazham; M. Heinou Amunba; Mar. Amba (piklela); N. Ampa; O. Amba (pachila); P. Aam; S. Aamra; Tam. Mampazham; Tel. Mamidi pandu; U. Pakka aam.,Fruits,6,vegetarian eggetarian fishetarian veg,0.7033333333,"Washing, Peeling, Seed removal"
E037,"Mango, ripe, gulabkhas",Mangifera indica,A. Aam; B. Aam (paka); G. Pakeli Kedi; H. Aam (paka); Kan. Mvina hannu; Kash. Aamb; Kh. Soh pieng; Mal. Mam pazham; M. Heinou Amunba; Mar. Amba (piklela); N. Ampa; O. Amba (pachila); P. Aam; S. Aamra; Tam. Mampazham; Tel. Mamidi pandu; U. Pakka aam.,Fruits,2,vegetarian eggetarian fishetarian veg,0.7033333333,"Washing, Peeling, Seed removal"
E038,"Mango, ripe, himsagar",Mangifera indica,A. Aam; B. Aam (paka); G. Keri; H. Aam (paka); Kan. Mvina hannu; Kash. Aamb; Kh. Soh pieng; Mal. Mam pazham; M. Heinou Amunba; Mar. Amba (piklela); N. Ampa; O. Amba (pachila); P. Aam; S. Aamra; Tam. Mampazham; Tel. Mamidi pandu; U. Pakka aam.,Fruits,3,vegetarian eggetarian fishetarian veg,0.7033333333,"Washing, Peeling, Seed removal"
E039,"Mango, ripe, kesar",Mangifera indica,A. Aam; B. Aam (paka); G. Kesar kedi; H. Aam (paka); Kan. Mvina hannu; Kash. Aamb; Kh. Soh pieng; Mal. Mam pazham; M. Heinou Amunba; Mar. Amba (piklela); N. Ampa; O. Amba (pachila); P. Aam; S. Aamra; Tam. Mampazham; Tel. Mamidi pandu; U. Pakka aam.,Fruits,4,vegetarian eggetarian fishetarian veg,0.7033333333,"Washing, Peeling, Seed removal"
E040,"Mango, ripe, neelam",Mangifera indica,A. Aam; B. Aam (paka); G. Nilam kedi; H. Aam (paka); Kan. Mvina hannu; Kash. Aamb; Kh. Soh pieng; Mal. Mam  pazham; M. Heinou Amunba; Mar. Amba (piklela); N. Ampa; O. Amba (pachila); P. Aam; S. Aamra; Tam. Mampazham; Tel. Mamidi pandu; U. Pakka aam.,Fruits,2,vegetarian eggetarian fishetarian veg,0.7033333333,"Washing, Peeling, Seed removal"
E041,"Mango, ripe, paheri",Mangifera indica,A. Aam; B. Aam (paka); G. Keri; H. Aam (paka); Kan. Mvina hannu; Kash. Aamb; Kh. Soh pieng; Mal. Mam pazham; M. Heinou Amunba; Mar. Amba (piklela); N. Ampa; O. Amba (pachila); S. Aamra; Tam. Mampazham; Tel. Mamidi pandu; U. Pakka aam.,Fruits,2,vegetarian eggetarian fishetarian veg,0.7033333333,"Washing, Peeling, Seed removal"
E042,"Mango, ripe, totapari",Mangifera indica,A. Aam; B. Aam (paka); G. Totapuri kedi; H. Aam (paka); Kan. Mvina hannu; Kash. Aamb; Kh. Soh pieng; Mal. Mam pazham; M. Heinou Amunba; Mar. Amba (piklela); N. Ampa; O. Amba (pachila); P. Aam; S. Aamra; Tel. Mamidi pandu; Tam. Mampazham; U. Pakka aam.,Fruits,1,vegetarian eggetarian fishetarian veg,0.7033333333,"Washing, Peeling, Seed removal"
E043,Mangosteen,Garcinia mangostana,E. Purple mangosteen; H. Mangustan; Mal. Kodam puli; Tam. Sulambali.,Fruits,1,vegetarian eggetarian fishetarian veg,0.595,"Washing, Rind removal"
E044,Manila tamarind,Pithecellobium dulce,B. Jilapi; G. Bakhai ambli/Vilayabi ambli; H. Ganga imli/ Jangal jalebi; Kan. Seema/ dora hunase; Kh. Soh kyntoi im; M. Mange; Mar. Vilayatichinch; P. Jangjalebi; Tam. Kodukkapuli; Tel. Seema chintakaya.,Fruits,1,vegetarian eggetarian fishetarian veg,0.7033333333,"Washing, Shelling"
E045,"Musk melon, orange flesh",Cucumis melon,A. Siral; B. Kharamuja; E. Muskmelon; G. Kharbujo; H. Kharbooja; Kan. Kharbooja; Kash. Kherbuz; Mal. Mulam pazham; Mar. Kharbooja; O. Kharbooja; P. Kharbooja; S. Kharbuuja; Tam. Mulam pazham; Tel. Kharbooja; U. Kharbuz.,Fruits,5,vegetarian eggetarian fishetarian veg,0.67,"Washing, Rind removal, Deseeding"
E046,"Musk melon, yellow flesh",Cucumis melo,A. Siral; B. Kharamuja; E. Muskmelon; G. Kharbujo (Pido); H. Kharbooja; Kan. Kharbooja; Kash. Kherbuz; Mal. Mulam pazham; Mar. Kharbooja; O. Kharbooja; P. Kharbooja; S. Kharbuuja; Tam. Mulam pazham; Tel. Kharbooja; U. Kharbuz.,Fruits,6,vegetarian eggetarian fishetarian veg,0.67,"Washing, Rind removal, Deseeding"
E047,"Orange, pulp",Citrus aurantium,A. Komola; B. Kamala lebu; G. Santra; H. Santra; Kan. Kithilai; Kash. Sangtar; Kh. Soh niamtra; Mal. Madhura naranga; M. Komla; Mar. Santre; N. Suntala; O. Kamala; P. Santra; S. Naarangga; Tam. Saathukudi; Tel. Kamala padu; U. Santra.,Fruits,6,vegetarian eggetarian fishetarian veg,0.82,Pulp extraction
E048,"Palm fruit, tender",Borassus flabellifer,"E. Doub palm, Palmyra palm, Tala palm, Toddy palm, Wine palm, Ice apple; H. Tar; Kan. Thati mangu; Mal. Pnamnungu; O. Tala Saja; Tam. Panai nungu; Tel. Thati munjalu.",Fruits,1,vegetarian eggetarian fishetarian veg,0.575,"Washing, Skin removal, Shell cracking, Kernel extraction"
E049,"Papaya, ripe",Carcia papaya,"A. Amita; B. Pepe (paka); E. Papaw, Pawpaw; G. Papayu; H. Papita; Kan. Pappayi Hannu; Kash. Papita; Kh. Soh Kymphor; Kon. Papayi; Mal. Omakai; M. Awathabi amunba; Mar. Popai; N. Mewa; O. Amrutbhanda (Pachila); P. Papita; Tam. Pappali; Tel. Boppayi pandu; U. Papita.",Fruits,6,vegetarian eggetarian fishetarian veg,0.7533333333,"Washing, Peeling, Deseeding"
E050,Peach,Prunus communis,A. Ahom bogori; E. Nectarine; H. Aroo; Kash. Aer; Kh. Soh phareng; M. Chumbrei; P. Aroo.,Fruits,1,vegetarian eggetarian fishetarian veg,0.8616666667,"Washing, Pitting (optional: peeling)"
E051,Pear,Pyrus sp.,A. Naspoti; B. Nashpati; G. Nashpatino; H. Nashpati; Kan. Berikai; Kash. Tang; Kh. Soh phoh; Mal. Sabarjil; M. Naspati; Mar. Nashpati; N. Naspati; O. Nashpati; P. Nashpati; Tam. Berikkai; Tel. Berikaya; U. Nashpati.,Fruits,6,vegetarian eggetarian fishetarian veg,0.845,"Washing, Coring (optional: peeling)"
E052,Phalsa,Grewia asiatica,A. Pharaskol; B. Falsa; G. Falsa; H. Falsa; Kan. Phalsa hannu; Kh. Soh broi rit; Mal. Palisa; Mar. Falsa; O. Mirgichara; P. Falsa; Tam. Palisa; Tel. Falsa pandu; U. Falsa.,Fruits,2,vegetarian eggetarian fishetarian veg,0.8283333333,"Washing, Stem removal"
E053,Pineapple,Ananas comosus,A. Ahnaros; B. Anarasa; G. Anenas; H. Ananas; Kan. Ananas; Kash. Punchitipul; Kh. Soh trun; Kon. Anas; Mal. Kayirha chakka; M. Kihom Ananas; O. Sapuri; P. Ananas; Tam. Annasi pazham; Tel. Anasa pandu; U. Ananas.,Fruits,6,vegetarian eggetarian fishetarian veg,0.6033333333,"Washing, Crown/Base removal, Peeling, Coring"
E054,Plum,Prunus domestica,B. Alubokhara; H. Alubokhara; G. Aaddu; Kan. Onagida draakshi; Kash. Aeir; Kh. Soh plum dorris/ Norris; M. Heikha; P. Aloobhukhara; Tel. Alapagoda.,Fruits,3,vegetarian eggetarian fishetarian veg,0.8783333333,"Washing, Pitting"
E055,"Pomegranate, maroon seeds",Punica granatum,A. dalim; B. Bedana; G. Dadam; H. Anar; Kan. Dalimbari; Kash. Daan; Kh. Soh pomegranate; Kon. Dalimb; Mal. Mathalam pazhham; M. Kamphoi; Mar. Dalimb; O. Dalimba; P. Anar; S. Daaddima; Tam. Madhulam pazham; Tel. Danimma pandu; U. Anaar.,Fruits,6,vegetarian eggetarian fishetarian veg,0.6366666667,"Washing, Seed extraction"
E056,Pummelo,Citrus maxima,A. Rabab tenga; B. Batabilembu; E. Pomelo; G. Papnuse; H. Chakotra; Kan. Chakkota; Kh. Soh bah; Mal. Bombilimas; M. Nobab; Mar. Papnus; O. Batapilembu; Tam. Bombilimas; Tel. Pampara panasa.,Fruits,3,vegetarian eggetarian fishetarian veg,0.6366666667,"Washing, Rind/Pith removal, Segment separation"
E057,"Raisins, dried, black",Vitis vinifera,A. kishmish; B. kishmish; E. Dried grape; G. Kadi Draksha; H. Kishmish; Kan. Drashi; Kash. kishmish; Kh. Kismis iong; Mal. Mundiringa (unakku); M. Kismis; Mar. kishmish; O. kishmish; P. Songi; Tam. Ular dhirachai; Tel. Endu draksha; U. kishmish.,Fruits,6,vegetarian eggetarian fishetarian veg,0.9433333333,"Washing, Destemming"
E058,"Raisins, dried, golden",Vitis vinifera,A. Kishmish; B. Kishmish; E. Dried grape; G. Pidi Draksha; H. Kishmish; Kan. Drashi; Kash. Kishmish; Kh. Kismis saw; Kon. Suke dhrakshi; Mal. Mundiringa (unakku); M. Kismis; Mar. kishmish; N. Kismis; O. Kishmish ; P. Songi; Tam. Ular dhirachai; Tel. Endu draksha; U. Kishmish.,Fruits,6,vegetarian eggetarian fishetarian veg,0.9433333333,"Washing, Destemming"
E059,Rambutan,Nephelium lappaceum,H. Rambutan.,Fruits,1,vegetarian eggetarian fishetarian veg,0.67,"Washing, Peeling, Deseeding"
E060,Sapota,Achras sapota,A. Chiku; E. Sapodilla; H. Chiku; Kan. Sapota; Mal. Sapota; Mar. Chiku; O. Sapota; P. Chiku; Tel. Sapota; U. Sapota.,Fruits,6,vegetarian eggetarian fishetarian veg,0.77,"Washing, Skin removal, Deseeding"
E061,Soursop,Annona muricata,H. Shul-ram fal; Kan. Lakshmanaphala/Mulluramphala; Mal. Mullatha; Tam. Malai seethapalam/ Paanghi pazham; Tel. Lakshamana phalamu.,Fruits,1,vegetarian eggetarian fishetarian veg,0.7033333333,"Washing, Pulp extraction (skin and seeds removed)"
E062,Star fruit,Averrhoa carambola,"A. Kordoi; E. Carambola, Starfruit; G. Amrakh; H. Kazmal/Kamrakh; Kan. Kamaraka/ Kapazakshi hannu; Kh. Soh pyrshong; Mal. Caturappuli; M. Heinoujom; Mar. Karambal; O. Karamanga; Tam. Tamarattai; U. Kamrakh.",Fruits,1,vegetarian eggetarian fishetarian veg,0.8783333333,"Washing, Trimming ends"
E063,Strawberry,Fragaria ananassa,G. strawberry; Kan. Nela milli hannu; Kh. Strawberry/ soh stap; Mal. Stroberry; P. Lachi; Kash. Istaber; Tam. Strawberry.,Fruits,6,vegetarian eggetarian fishetarian veg,0.9116666667,"Washing, Hull removal"
E064,"Tamarind, pulp",Tamarindus indicus,A. Teteli; B. Tetul; G. Amli; H. Imli; Kan. Hunise hannu; Kash. Tambari; Kh. Soh kyntoi; Mal. Puli; M. Mange; Mar. Chinch; N. Imali; O. Tentuli; P. Imli; S. Sucukrika; Tam. Puli; Tel. Chintha pandu; U. Imli.,Fruits,6,vegetarian eggetarian fishetarian veg,0.8533333333,Pulp extraction
E065,"Water melon, dark green (sugar baby)",Citrullus vulgaris,A. Tormuj; B. Tarmuj; E. Watermelon; G. Tadbuj; H. Tarbuj; Kan. Kallangadi; Kash. Hend wend; Kh. Soh watermelon; Kon. Bacchanga; Mal. Thannir mathan; M. Tarbuj; Mar. Kalingad; N. Kharbuja; O. Tarvuja; P. Dawana; Tam. Darbusani; Tel. Puchakaya; U. Tarbuja.,Fruits,6,vegetarian eggetarian fishetarian veg,0.67,"Washing, Rind removal, Deseeding"
E066,"Water melon, pale green",Citrullus vulgaris,A. Tormuj; B. Tarmuj; E. Watermelon; G. Tadbuj; H. Tarbuj; Kan. Kallangadi; Kash. Hend wend; Kh. Soh watermelon; Kon. Bacchanga; Mal. Thannir mathan; M. Tarbuj; Mar. Kalingad; N. Kharbuja; O. Tarvuja; P. Dawana; Tam. Darbusani; Tel. Puchakaya; U. Tarbuja.,Fruits,6,vegetarian eggetarian fishetarian veg,0.67,"Washing, Rind removal, Deseeding"
E067,Wood apple,Limonia acidissima,A. Bel; B. Koyeth Bael; E. Elephant apple; G. Kothu; H. Kaith; Kan. Bele; Kash. Bum choont; Mal. Vilam pazham; Mar. Kavath; O. Kaitha; P. Chaktora; S. Bilvaon (Gorakamli); Tam. Vilam pazham; Tel. Velega pandu; U. Beal.,Fruits,3,vegetarian eggetarian fishetarian veg,0.6366666667,"Washing, Shell removal, Pulp extraction"
E068,Zizyphus,Zizyphus jujuba,"A. Bogori; B. Kula; E. Jujube, Ziziphus; G. Ber; H. Ber; Kan. Yelachi; Kash. Brey; Kh. Soh broi heh; Kon. Bor; Mal. Elanth pazham; M. Boroi; Mar. Bor; O. Barakoli; P. Beri; S. Badarii; Tam. Elanthai pazham; Tel. Regu pandu; U. Ber.",Fruits,1,vegetarian eggetarian fishetarian veg,0.8283333333,"Washing, Pitting"
F001,Beetroot,Beta vulgaris,"A. Beet; B. Beet; E. Beet root, Beet, Table beet, Garden beet, Red beet, Golden beet; G. Beet; H. Chukandar; Kan. Beet; Kh. U bit; Kash. Chogander munji; Mal. Beet root; Mar. Beet root; O. Bita; P. Chukandar; S. Paalangashaakah; Tam. Beet root; Tel. Beet root; U. Chokhandar.",Roots and Tubers,6,vegetarian eggetarian fishetarian veg,0.7833333333,"Washing, Trimming, Peeling"
F002,"Carrot, orange",Dacus carota,A. Gajor; B. Gajar; G. Gajar; H. Gajar; Kan. Gajjare; Kash. Ghahzir; Kh. U kajor; Mal. Carrot; M. Gajar; Mar. Gajar; N. Gajar; O. Gajara; P. Gajar; S. Grunjanam; Tam. Carrot; Tel. Gajjara gadda; U. Gajar.,Roots and Tubers,6,vegetarian eggetarian fishetarian veg,0.7833333333,"Washing, Trimming, Peeling"
F003,"Carrot, red",Dacus carota,A. Gajor; B. Gajar; G. Gajar; H. Gajar; Kan. Gajjare; Kash. Ghahzir; Kh. Kajor; Mal. Carrot; M. Gajar; Mar. Gajar; N. Gajar; O. Gajara; P. Gajar; S. Grunjanam; Tam. Carrot; Tel. Gajjara gadda; U. Gajar.,Roots and Tubers,4,vegetarian eggetarian fishetarian veg,0.7833333333,"Washing, Trimming, Peeling"
F004,Colocasia,Colocasia antiquorum,A. Kosu; B. Kochu; E. Taro; G. Advi; H. Arwi; Kan. Samagadde; Kash. faram; Kh. Ka shriew; Mal. Chembu; M. Paan; Mar. Alu kanda; O. Saru; P. Arwi; Tam. Seppankizhangu; Tel. Chama dumpa; U. Arwi.,Roots and Tubers,6,vegetarian eggetarian fishetarian veg,0.7333333333,"Washing, Trimming, Peeling"
F005,Lotus root,Nelumbium nelumbo,"A. podum thari; G. Kamad kakdi; H. Kamal gatta, Kamal kakdi; Kan. Tavare dantu; Kash. Nader; Kh. Thied lotus; Mal. Thamara thandu; M. Thambou; Mar. Kamalkaakdi; O. Padma nad; P. Kamal zahr; Tam. Thamaraithandu; Tel. Thamara kada; U. Kanwal kakri.",Roots and Tubers,3,vegetarian eggetarian fishetarian veg,0.75,"Washing, Trimming, Peeling"
F006,"Potato, brown skin, big",Solanum tuberosum,A. Simolu aloo; B. Gal alu; G. Bateka; H. Alu; Kan. Alugadda; Kash. Oalu; Kh. U phan; Kon. Alu; N. Alu; Mal. Urula kizhangu; M. Aloo; Mar. Batata; O. Alu; P. Alu; S. Aalukah; Tam. Urulai kizhangu; Tel. Bangala dumpa; U. Alu.,Roots and Tubers,6,vegetarian eggetarian fishetarian veg,0.7333333333,"Washing, Peeling"
F007,"Potato, brown skin, small",Solanum tuberosum,"A. Simolu aloo; B. Gal alu; G. Bateka; H. Alu; Kan. Alugadda; Kash. Oalu; Kh. Phan rit; Kon. Alu; M. Aloo; Mar. Batata; N., O., P., U. Alu; S. Aalukah; Tam. Urulaikizhangu; Tel. Bangala dumpa.",Roots and Tubers,1,vegetarian eggetarian fishetarian veg,0.7333333333,"Washing, Peeling"
F008,"Potato, red skin",Solanum tuberosum,A. Aloo; B. Gal alu; G. Bateka; H. Alu; Kan. Alugadda; Kash. Oalu; Kh. Phan saw; Kon. Alu; Mal. Urula kizhangu; Mar. Batata; N. Alu; O. Alu; P. Alu; S. Aalukah; M. Aloo; Tam. Urulaikizhangu; Tel. Bangala dumpa; U. Alu.,Roots and Tubers,1,vegetarian eggetarian fishetarian veg,0.7333333333,"Washing, Peeling"
F009,"Radish, elongate, red skin",Raphanus sativus,A. Mula; B. Mula; G. Muda; H. Muli; Kan. Mullangi; Kh. Muli saw; Mal. Mullangi; Mar. Mula; N. Mula; O. Mula; P. Gonglu; S. Moolikaa; Tam. Mullangi; Tel. Mullangi; U. Mooli.,Roots and Tubers,3,vegetarian eggetarian fishetarian veg,0.7916666667,"Washing, Trimming (optional: peeling)"
F010,"Radish, elongate, white skin",Raphanus sativus,A. Mula; B. Mula; G. Muda; H. Muli; Kan. Mullangi; Kh. Muli lieh; Mal. Mullangi; Mar. Mula; N. Mula; O. Mula; P. Gonglu; S. Moolikaa; Tam. Mullangi; Tel. Mullangi; U. Mooli.,Roots and Tubers,6,vegetarian eggetarian fishetarian veg,0.7916666667,"Washing, Trimming (optional: peeling)"
F011,"Radish, round, red skin",Raphanus sativus,A. Mula; B. Mula; G. Muda; H. Muli; Kan. Mullangi; Kh. Muli pyllon; Mal. Mullangi; Mar. Mula; N. Mula; O. Mula; P. Gonglu; S. Moolikaa; Tam. Mullangi; Tel. Mullangi; U. Mooli.,Roots and Tubers,1,vegetarian eggetarian fishetarian veg,0.7916666667,"Washing, Trimming (optional: peeling)"
F012,"Radish, round, white skin",Raphanus sativus,A. Mula; B. Mula; G. Muda; H. Muli; Kan. Mullangi; Kh. Muli pyllon; Mal. Mullangi; Mar. Mula; N. Mula; O. Mula; P. Gonglu; S. Moolikaa; Tam. Mullangi; Tel. Mullangi; U. Mooli.,Roots and Tubers,2,vegetarian eggetarian fishetarian veg,0.7916666667,"Washing, Trimming (optional: peeling)"
F013,"Sweet potato, brown skin",Ipomoea batatas,A. Meetha aloo; B. Ranga alu; G. Sakkaria; H. Shakarkand; Kan. Genasu; Kh. Phankaro iong; Mal. Sakkarvalli kazhangu; M. Manghra; Mar. Ratalu; N. Sakhar Khand; O. Kandamula; P. Sakkargandi; Tam. Sakkarvalli kizhangu; Tel. Chilagada dumpa; U. Ratalu.,Roots and Tubers,4,vegetarian eggetarian fishetarian veg,0.7666666667,"Washing, Trimming, Peeling"
F014,"Sweet potato, pink skin",Ipomoea batatas,A. Meetha aloo; B. Ranga alu; G. Sakkaria; H. Shakarkand; Kan. Genasu; Kh. Phankaro saw; Mal. Sakkarvalli kazhangu; M. Manghra; Mar. Ratalu; N. Sakhar Khand; O. Kandamula; P. Sakkargandi; Tam. Sakkarvalli kizhangu; Tel. Chilagada dumpa; U. Ratalu.,Roots and Tubers,3,vegetarian eggetarian fishetarian veg,0.7666666667,"Washing, Trimming, Peeling"
F015,Tapioca,Manihot esculenta,A. Sagi; B. Simla alu; G. Aararoot; H. Simla alu; Kan. Mra genasu; Kh. Phan dieng; Mal. Mrachini; M. U Manghra; Mar. Simla  Batata; N. Tarul; O. Kathakonda; P. Simla alu; Tam. Maravalli kizhangu; Tel. Krrapendalamu; U. Kasawa soji.,Roots and Tubers,3,vegetarian eggetarian fishetarian veg,0.7,"Washing, Trimming, Peeling"
F016,Water Chestnut,Eleocharis dulcis,"A.Pani singora; B. Pani phal; G. Shingoda; H., Mar. Shingara; Kash. Goer; Mal. Karimpolam; M. Kaothum; O. Pani singhara; P. Shingada; Tam. Singhara; Tel. Kubyakam.",Roots and Tubers,1,vegetarian eggetarian fishetarian veg,0.7333333333,"Washing, Peeling"
F017,"Yam, elephant",Amorphophallus paeoniifolius,"A. Ol kachu; B. Ol; E. Elephant foot yam, Whitespot giant arum; G. Suran; H. Zimikandha; Kan. Suvarna gadda; Kh. Shriew hati; Mal. Chena; M. Haa; Mar. Suran; O. Suran; P. Zimikand; Tam. Karunai kizhangu; Tel. Kandha dumpa.",Roots and Tubers,6,vegetarian eggetarian fishetarian veg,0.7166666667,"Washing, Trimming, Peeling"
F018,"Yam, ordinary",Dioscorea strydomiana,"A. Kath aloo; B. Gherkochoo; E. White yam, Winged yam, Water yam, Purple yam; G. Ratadu; H. Sooran; Kan. Suvarna gadda; Kh. Shriew jrong; Mal. Chena; M. Haa; Mar. Goradu; N. Pidaloo; O. Khamba alu; S. Aalu; Tam. Karunai kizhangu; Tel. Durdakandagadda.",Roots and Tubers,4,vegetarian eggetarian fishetarian veg,0.7166666667,"Washing, Trimming, Peeling"
F019,"Yam, wild",Dioscorea villosa,A. Jongoli kosu; B. Ranga alu; G. Ratadu; H. Suaralu; Kan. Hegganasu; Kh. Shriew lieh; Mal. Kattuchena; M. Haa; Mar. Suran; Tam. Kodi kizhangu; Tel. Chedu paddu dumpa.,Roots and Tubers,2,vegetarian eggetarian fishetarian veg,0.7166666667,"Washing, Trimming, Peeling"
G001,"Chillies, green-1",Capsicum annum,A. Kesa jalakia; E. Chili pepper; G. Lila marcha; H. Hara Mirchi; Kan. Hasi Menasinakayi; Kash. Marach wangun; Kh. Sohmynken heh; Mal. Mulaku; M. Morok; Mar. Mulaku; N. Hariyo khursani; O. Kancha Lanka; P. Hara mirchi; S. Marichika; Tam. Pachhai milagai; Tel. Pacchi Mirapakaya; U. Hara mirchi.,Condiments and Spices,5,vegetarian eggetarian fishetarian veg,0.8966666667,"Washing, Stem removal (optional: deseeding)"
G002,"Chillies, green-2",Capsicum annum,A. Kesa jalakia; E. Chili pepper; G. Lila marcha; H. Hara Mirchi; Kan. Hasi Menasinakayi; Kash. Marach wangun; Kh. Soh mynken dkhar; Mal. Mulaku; M. Morok; Mar. Mulaku; N. Hariyo khursani; O. Kancha Lanka; P. Hara mirchi; S. Marichika; Tam. Pachhai milagai; Tel. Pacchi Mirapakaya; U. Hara mirchi.,Condiments and Spices,3,vegetarian eggetarian fishetarian veg,0.8966666667,"Washing, Stem removal (optional: deseeding)"
G003,"Chillies, green-3",Capsicum annum,A. Kesa jalakia; E. Chili pepper; G. Lila marcha; H. Hara Mirchi; Kan. Hasi Menasinakayi; Kash. Marach wangun; Kh. Soh mynken dkhar; Mal. Mulaku; M. Morok; Mar. Mulaku; N. Hariyo khursani; O. Kancha Lanka; P. Hara mirchi; S. Marichika; Tam. Pachhai milagai; Tel. Pacchi Mirapakaya; U. Hara mirchi.,Condiments and Spices,5,vegetarian eggetarian fishetarian veg,0.8966666667,"Washing, Stem removal (optional: deseeding)"
G004,"Chillies, green-4",Capsicum annum,A. Kesa jalakia; E. Chili pepper; H. Hara Mirchi; Kan. Hasi Menasinakayi; Kash. Marach wangun; Kh. Soh mynken dkhar; Mal. Mulaku; M. Morok; Mar. Mulaku; N. Hariyo khursani; O. Kancha Lanka; P. Hara mirchi; S. Marichika; Tam. Pachhai milagai; Tel. Pacchi Mirapakaya; U. Hara mirchi.,Condiments and Spices,3,vegetarian eggetarian fishetarian veg,0.8966666667,"Washing, Stem removal (optional: deseeding)"
G005,"Chillies, green-5",Capsicum annum,A. Kesa jalakia; E. Chili pepper; G. Vadhvani marcha; H. Hara Mirchi; Kan. Hasi Menasinakayi; Kash. Marach wangun; Kh. Soh mynken dkhar; Mal. Mulaku; M. Morok; Mar. Mulaku; N. Hariyo khursani; O. Kancha Lanka; P. Hara mirchi; S. Marichika; Tam. Pachhai milagai; Tel. Pacchi Mirapakaya; U. Hara mirchi.,Condiments and Spices,2,vegetarian eggetarian fishetarian veg,0.8966666667,"Washing, Stem removal (optional: deseeding)"
G006,"Chillies, green-6",Capsicum annum,A. Kesa jalakia; E. Chili pepper; G. Lila marcha; H. Hara Mirchi; Kan. Hasi Menasinakayi; Kash. Marach wangun; Kh. Soh mynken dkhar; Mal. Mulaku; M. Morok; Mar. Mulaku; N. Hariyo khursani; O. Kancha Lanka; P. Hara mirchi; S. Marichika; Tam. Pachhai milagai; Tel. Pacchi Mirapakaya; U. Hara mirchi.,Condiments and Spices,1,vegetarian eggetarian fishetarian veg,0.8966666667,"Washing, Stem removal (optional: deseeding)"
G007,"Chillies, green-7",Capsicum annum,A. Kesa jalakia; E. Chili pepper; G. Gola marcha; H. Hara Mirchi; Kan. Hasi Menasinakayi; Kash. Marach wangun; Kh. Soh mynken beb; Mal. Mulaku; M. Morok; Mar. Mulaku; N. Hariyo khursani; O. Kancha Lanka; P. Hara mirchi; S. Marichika; Tam. Pachhai milagai; Tel. Pacchi Mirapakaya; U. Hara mirchi.,Condiments and Spices,1,vegetarian eggetarian fishetarian veg,0.8966666667,"Washing, Stem removal (optional: deseeding)"
G008,"Chillies, green - all varieties",Capsicum annum,A. Kesa jalakia; E. Chili pepper; H. Hara Mirchi; Kan. Hasi Menasinakayi; Kash. Marach wangun; Kh. Soh mynken dkhar; Mal. Mulaku; M. Morok; Mar. Mulaku; N. Hariyo khursani; O. Kancha Lanka; P. Hara mirchi; S. Marichika; Tam. Pachhai milagai; Tel. Pacchi Mirapakaya; U. Hara mirchi.,Condiments and Spices,6,vegetarian eggetarian fishetarian veg,0.8966666667,"Washing, Stem removal (optional: deseeding)"
